period,bx_gse_nt,by_gse_nt,bz_gse_nt,theta_gse_deg,phi_gse_deg,bx_gsm_nt,by_gsm_nt,bz_gsm_nt,theta_gsm_deg,phi_gsm_deg,bt_total_nt,solar_wind_density_cm3,velocity_m_s,solar_wind_temp_k,timedelta_s,gse_x_dscovr_km,gse_y_dscovr_km,gse_z_dscovr_km,smoothed_sunspot_number,is_anomaly_flagged,anomaly_reason,newell_coupling,sw_dynamic_pressure_npa,bz_rolling_mean_3h,bz_rolling_min_3h,src_ac,src_ds,storm_sev_extreme,storm_sev_intense,storm_sev_moderate,storm_sev_minor,storm_sev_quiet,storm_sev_positive,sw_spd_slow,sw_spd_normal,sw_spd_fast,sw_spd_very_fast,sw_spd_extreme,radio_flux_107_sfu_mean,flares_m_count_sum,flares_x_count_sum,xray_flux_numeric_max,global_surface_temp_c,global_surface_humidity_pct,global_surface_pressure_hpa,global_surface_wind_speed_knots,global_cloud_cover_pct
train_a,-6.37,1.5,0.42,3.81,167.66,-6.37,1.5,0.42,3.81,167.66,6.87,1.19,359.03,53480.0,600.0,0.0,0.0,0.0,136.9025,0,,1.3186776360617911,0.1282834219960573,0.6945454545454545,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.3,1.75,0.74,6.41,165.49,-6.3,1.75,0.74,6.41,165.49,6.9,1.31,351.58,62025.0,660.0,0.0,0.0,0.0,136.9025,0,,1.2375553367097225,0.1354196590565092,0.6983333333333333,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.15,2.16,0.57,4.82,161.8,-6.15,2.16,0.57,4.82,161.8,6.9,1.13,360.16,48093.0,720.0,0.0,0.0,0.0,136.9025,0,,1.282652814877695,0.1225833527812863,0.6884615384615385,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.26,1.96,0.5,4.54,163.66,-6.26,1.96,0.5,4.54,163.66,6.92,1.92,380.25,130687.0,780.0,0.0,0.0,0.0,136.9025,0,,1.3043269711127112,0.232167684996,0.6749999999999999,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.36,1.53,1.07,9.05,167.56,-6.36,1.53,1.07,9.05,167.56,6.95,1.89,377.59,131392.0,840.0,0.0,0.0,0.0,136.9025,0,,1.1597531307430786,0.2253537913423167,0.7013333333333333,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.06,1.6,1.94,16.46,166.29,-6.06,1.6,1.94,16.46,166.29,6.84,1.36,354.94,49463.0,900.0,0.0,0.0,0.0,136.9025,0,,0.935015894533354,0.1432883544177248,0.77875,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.19,1.33,1.69,14.36,168.81,-6.19,1.33,1.69,14.36,168.81,6.88,2.1,373.2,144173.0,960.0,0.0,0.0,0.0,136.9025,0,,0.9981799387655356,0.2446046234352,0.8323529411764706,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.01,0.51,2.55,21.61,175.77,-6.01,0.51,2.55,21.61,175.77,6.89,1.56,351.69,54413.0,1020.0,0.0,0.0,0.0,136.9025,0,,0.8139069514698324,0.1613640310720308,0.9277777777777776,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.17,0.98,1.88,15.89,172.0,-6.17,0.98,1.88,15.89,172.0,6.91,2.35,369.29,145482.0,1080.0,0.0,0.0,0.0,136.9025,0,,0.9592690747498044,0.2680186739632505,0.9778947368421052,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.32,1.61,1.14,9.67,166.7,-6.32,1.61,1.14,9.67,166.7,6.95,2.35,369.29,145482.0,1140.0,0.0,0.0,0.0,136.9025,0,,1.1420924700377926,0.2680186739632505,0.986,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.48,1.99,0.28,2.58,163.99,-6.48,1.99,0.28,2.58,163.99,7.13,1.2,356.72,40375.0,1200.0,0.0,0.0,0.0,136.9025,0,,1.3937104625313428,0.1277021654039039,0.9523809523809524,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.42,2.1,0.14,1.39,162.91,-6.42,2.1,0.14,1.39,162.91,7.08,0.67,347.71,41954.0,1260.0,0.0,0.0,0.0,136.9025,0,,1.42479591388853,0.0677440663163561,0.9154545454545456,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.25,2.11,0.53,4.68,162.41,-6.25,2.11,0.53,4.68,162.41,6.91,0.59,343.58,48116.0,1320.0,0.0,0.0,0.0,136.9025,0,,1.294820738683724,0.0582465033744388,0.898695652173913,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.24,2.15,0.61,5.29,162.06,-6.24,2.15,0.61,5.29,162.06,6.92,0.73,345.51,52190.0,1380.0,0.0,0.0,0.0,136.9025,0,,1.2749050916973188,0.0728796368638899,0.8866666666666667,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.12,2.33,0.98,8.36,160.26,-6.12,2.33,0.98,8.36,160.26,6.91,0.75,350.37,47272.0,1440.0,0.0,0.0,0.0,136.9025,0,,1.176688458208028,0.0769975996421025,0.8904,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.07,2.18,1.17,10.02,161.6,-6.07,2.18,1.17,10.02,161.6,6.91,0.78,347.425,56959.0,1500.0,0.0,0.0,0.0,136.9025,0,,1.1285247866404893,0.0787369942645162,0.9011538461538462,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.0,2.59,1.0,8.55,157.9,-6.0,2.59,1.0,8.55,157.9,6.94,0.81,344.48,66646.0,1560.0,0.0,0.0,0.0,136.9025,0,,1.17606464227967,0.0803850230483712,0.9048148148148148,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.12,2.56,0.75,6.42,158.48,-6.12,2.56,0.75,6.42,158.48,6.99,0.67,353.5,43130.0,1620.0,0.0,0.0,0.0,136.9025,0,,1.2482023027670277,0.07001897288225,0.8992857142857142,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-5.95,2.54,1.48,12.63,158.23,-5.95,2.54,1.48,12.63,158.23,6.93,0.76,351.77,44163.0,1680.0,0.0,0.0,0.0,136.9025,0,,1.0554976401124134,0.0786490147656452,0.9193103448275862,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.18,2.28,0.65,5.64,161.04,-6.18,2.28,0.65,5.64,161.04,6.95,0.72,345.82,50025.0,1740.0,0.0,0.0,0.0,136.9025,0,,1.2686747846358577,0.0720103308250463,0.9103333333333332,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-1.9,-4.88,1.55,4.29,185.44,-1.9,-4.88,1.55,4.29,185.44,19.34,0.78,349.265,55885.0,1800.0,0.0,0.0,0.0,136.9025,0,,2.5588892534473917,0.0795732018433306,0.9309677419354838,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.24,2.24,0.64,5.52,161.38,-6.24,2.24,0.64,5.52,161.38,6.99,0.84,352.71,61745.0,1860.0,0.0,0.0,0.0,136.9025,0,,1.2771732521775934,0.0873930564954972,0.921875,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.44,1.74,0.58,4.97,165.87,-6.44,1.74,0.58,4.97,165.87,7.01,0.81,349.75,54906.0,1920.0,0.0,0.0,0.0,136.9025,0,,1.296006102345609,0.0828633643126875,0.9115151515151516,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.43,1.73,0.86,7.29,165.91,-6.43,1.73,0.86,7.29,165.91,7.02,0.84,342.42,45858.0,1980.0,0.0,0.0,0.0,136.9025,0,,1.22398391584501,0.0823682101093488,0.91,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.48,1.49,1.12,9.33,167.98,-6.48,1.49,1.12,9.33,167.98,7.05,1.06,352.18,60707.0,2040.0,0.0,0.0,0.0,136.9025,0,,1.1621433519205124,0.1099505333260472,0.916,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.51,1.37,1.12,9.29,169.03,-6.51,1.37,1.12,9.29,169.03,7.04,1.06,352.18,60707.0,2100.0,0.0,0.0,0.0,136.9025,0,,1.1606450351881108,0.1099505333260472,0.9216666666666666,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.46,1.21,1.14,9.57,170.15,-6.46,1.21,1.14,9.57,170.15,6.97,1.21,345.48,76654.0,2160.0,0.0,0.0,0.0,136.9025,0,,1.145105994233692,0.1207795171196591,0.9275675675675676,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.41,1.2,1.37,11.44,170.22,-6.41,1.2,1.37,11.44,170.22,6.96,1.56,344.54,76080.0,2220.0,0.0,0.0,0.0,136.9025,0,,1.0866806417138035,0.1548695348320848,0.9392105263157894,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.38,1.48,0.88,7.54,167.88,-6.38,1.48,0.88,7.54,167.88,6.91,2.15,362.25,174118.0,2280.0,0.0,0.0,0.0,136.9025,0,,1.2024701087930978,0.2359485675028124,0.9376923076923076,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.4,1.32,0.75,6.46,169.2,-6.4,1.32,0.75,6.46,169.2,6.88,1.01,345.98,53734.0,2340.0,0.0,0.0,0.0,136.9025,0,,1.231965880895504,0.1011079859099452,0.933,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.38,1.33,0.53,4.69,169.16,-6.38,1.33,0.53,4.69,169.16,6.84,0.97,345.82500000000005,58773.5,2400.0,0.0,0.0,0.0,136.9025,0,,1.2846169924692037,0.0970167232672369,0.9231707317073172,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.45,1.17,0.92,7.76,170.49,-6.45,1.17,0.92,7.76,170.49,6.93,0.93,345.67,63813.0,2460.0,0.0,0.0,0.0,136.9025,0,,1.1951088967741483,0.092932672096715,0.9230952380952382,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.49,1.21,0.77,6.5,170.18,-6.49,1.21,0.77,6.5,170.18,6.96,1.09,345.66,41514.0,2520.0,0.0,0.0,0.0,136.9025,0,,1.2385434987680408,0.1089147868653852,0.9195348837209302,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.54,1.36,0.34,3.08,169.04,-6.54,1.36,0.34,3.08,169.04,6.98,0.91,342.15,52172.0,2580.0,0.0,0.0,0.0,136.9025,0,,1.3561743386294487,0.0890915629210425,0.9063636363636364,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.58,1.05,-0.07,-0.27,171.64,-6.58,1.05,-0.07,-0.27,171.64,6.96,0.91,344.75,57122.0,2640.0,0.0,0.0,0.0,136.9025,0,,1.427292626084081,0.0904507221970625,0.8846666666666667,-0.07,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.53,1.03,-0.27,-1.86,171.8,-6.53,1.03,-0.27,-1.86,171.8,6.93,0.91,347.35,62072.0,2700.0,0.0,0.0,0.0,136.9025,0,,1.3681105703137912,0.0918201706392425,0.8595652173913043,-0.27,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.52,1.0,-0.34,-2.54,171.97,-6.52,1.0,-0.34,-2.54,171.97,6.93,0.57,346.24,35887.0,2760.0,0.0,0.0,0.0,136.9025,0,,1.3490277144938156,0.0571467360546815,0.8340425531914895,-0.34,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.52,1.06,-0.54,-4.16,171.46,-6.52,1.06,-0.54,-4.16,171.46,6.93,0.6966666666666667,346.1766666666667,44041.66666666666,2820.0,0.0,0.0,0.0,136.9025,0,,1.29505070769713,0.0698204609639481,0.8054166666666666,-0.54,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.58,1.36,-0.04,-0.07,169.17,-6.58,1.36,-0.04,-0.07,169.17,7.02,0.8233333333333333,346.11333333333334,52196.333333333336,2880.0,0.0,0.0,0.0,136.9025,0,,1.443917784080714,0.0824849005716537,0.7881632653061224,-0.54,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.66,0.99,0.23,2.16,172.23,-6.66,0.99,0.23,2.16,172.23,7.05,0.95,346.05,60351.0,2940.0,0.0,0.0,0.0,136.9025,0,,1.3960149200124206,0.0951400574272125,0.777,-0.54,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.75,0.86,0.54,4.61,173.34,-6.75,0.86,0.54,4.61,173.34,7.12,0.9533333333333333,346.81,57493.66666666666,3000.0,0.0,0.0,0.0,136.9025,0,,1.3225451877389809,0.0958937049283832,0.7723529411764706,-0.54,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.71,0.94,0.72,6.06,172.78,-6.71,0.94,0.72,6.06,172.78,7.12,0.9566666666666668,347.57,54636.333333333336,3060.0,0.0,0.0,0.0,136.9025,0,,1.275098320948288,0.0966512124825956,0.7713461538461538,-0.54,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.65,0.96,1.08,8.87,172.54,-6.65,0.96,1.08,8.87,172.54,7.1,0.96,348.33,51779.0,3120.0,0.0,0.0,0.0,136.9025,0,,1.1796772080437292,0.0974125897507872,0.7771698113207547,-0.54,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.6,0.8,1.3,10.73,173.78,-6.6,0.8,1.3,10.73,173.78,7.08,0.56,326.94,18877.0,3180.0,0.0,0.0,0.0,136.9025,0,,1.1219643301486857,0.0500594692072608,0.7868518518518519,-0.54,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.43,0.79,1.74,14.33,173.74,-6.43,0.79,1.74,14.33,173.74,7.02,0.97,345.98,49545.0,3240.0,0.0,0.0,0.0,136.9025,0,,1.0080721735024514,0.0971037092402443,0.8041818181818181,-0.54,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.6,0.89,1.28,10.51,173.0,-6.6,0.89,1.28,10.51,173.0,7.07,1.25,345.97,62392.0,3300.0,0.0,0.0,0.0,136.9025,0,,1.1253714714732246,0.1251264124558375,0.8126785714285714,-0.54,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.68,0.75,1.27,10.35,174.19,-6.68,0.75,1.27,10.35,174.19,7.13,1.17,350.28,69095.0,3360.0,0.0,0.0,0.0,136.9025,0,,1.13685506738911,0.1200545545281263,0.8207017543859649,-0.54,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.73,0.71,1.27,10.34,174.54,-6.73,0.71,1.27,10.34,174.54,7.16,0.57,326.66,16306.0,3420.0,0.0,0.0,0.0,136.9025,0,,1.1413549286446143,0.0508661500337195,0.8284482758620689,-0.54,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.66,0.62,1.32,10.78,175.31,-6.66,0.62,1.32,10.78,175.31,7.11,0.99,344.92,58207.0,3480.0,0.0,0.0,0.0,136.9025,0,,1.121584336124136,0.0984995046013968,0.8367796610169491,-0.54,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.52,0.67,1.31,10.9,174.78,-6.52,0.67,1.31,10.9,174.78,7.0,0.98,345.4,75374.0,3540.0,0.0,0.0,0.0,136.9025,0,,1.107426016768218,0.0977761289058399,0.8446666666666667,-0.54,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.56,0.27,1.35,11.21,178.22,-6.56,0.27,1.35,11.21,178.22,7.01,0.36,317.16,73505.83333333333,3600.0,0.0,0.0,0.0,136.9025,0,,1.0991489259461291,0.0302845702972607,0.8529508196721312,-0.54,True,False,False,False,False,False,True,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.53,0.53,1.42,11.78,175.95,-6.53,0.53,1.42,11.78,175.95,7.0,0.13,312.68,71637.66666666667,3660.0,0.0,0.0,0.0,136.9025,0,,1.080623012752436,0.0106293242537456,0.8620967741935485,-0.54,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
train_a,-6.47,0.56,1.36,11.41,175.62,-6.47,0.56,1.36,11.41,175.62,6.92,0.1866666666666666,312.81666666666666,69769.5,3720.0,0.0,0.0,0.0,136.9025,0,,1.0830324125763813,0.0152759643765192,0.87,-0.54,True,False,False,False,False,False,False,False,True,False,False,False,False,88.79508196721312,16,0,5.8e-07,8.98711111111111,79.31111111111112,1018.6444444444444,5.567589724444445,48.25555555555555
